dataset,build,leaf_id,leaf_n,leaf_depth,method,t,length,f1,precision,recall,coverage,clauses_json
Wine quality (Low),0,5,46,2,db,0.8,2,0.6274509803921569,0.5714285714285714,0.6956521739130435,0.056,
Wine quality (Low),0,6,34,2,threshold,1.0,11,0.9189189189189189,0.85,1.0,0.04,
Wine quality (Low),0,6,34,2,threshold,0.95,11,0.6399999999999999,1.0,0.47058823529411764,0.016,
Wine quality (Low),0,6,34,2,threshold,0.9,11,0.45454545454545453,1.0,0.29411764705882354,0.01,
Wine quality (Low),0,6,34,2,threshold,0.8,11,0.0,0.0,0.0,0.0,
Wine quality (Low),0,6,34,2,db,1.0,9,0.9189189189189189,0.85,1.0,0.04,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.0756208035569064, ""sel_max"": 0.4033313914732138, ""in_predicate"": true, ""step"": 8}, {""feature"": ""volatile acidity"", ""sel_min"": -0.766235520174521, ""sel_max"": 0.4051097678703022, ""in_predicate"": true, ""step"": 7}, {""feature"": ""citric acid"", ""sel_min"": -0.8395532400153473, ""sel_max"": 0.6037671694820069, ""in_predicate"": true, ""step"": 3}, {""feature"": ""residual sugar"", ""sel_min"": 1.2774581186491645, ""sel_max"": 3.296984912342764, ""in_predicate"": true, ""step"": 0}, {""feature"": ""chlorides"", ""sel_min"": -0.6147471826986453, ""sel_max"": 0.7392022109641274, ""in_predicate"": false, ""step"": null}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -0.4158484981440648, ""sel_max"": 1.6054228085711626, ""in_predicate"": true, ""step"": 5}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -0.06445979870155545, ""sel_max"": 1.496481942007547, ""in_predicate"": true, ""step"": 6}, {""feature"": ""density"", ""sel_min"": 0.6963135506434914, ""sel_max"": 2.1442203880943467, ""in_predicate"": true, ""step"": 4}, {""feature"": ""pH"", ""sel_min"": -1.0814068470265186, ""sel_max"": 1.3088387119645168, ""in_predicate"": true, ""step"": 2}, {""feature"": ""sulphates"", ""sel_min"": -1.0720911546832657, ""sel_max"": 0.0546467903333037, ""in_predicate"": true, ""step"": 1}, {""feature"": ""alcohol"", ""sel_min"": -1.5575994934178887, ""sel_max"": 0.016095866576787906, ""in_predicate"": false, ""step"": null}]"
Wine quality (Low),0,6,34,2,db,0.95,7,0.8000000000000002,0.9230769230769231,0.7058823529411765,0.026,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.0756208035569064, ""sel_max"": 0.2582029192738293, ""in_predicate"": false, ""step"": null}, {""feature"": ""volatile acidity"", ""sel_min"": -0.766235520174521, ""sel_max"": 0.03254875719154558, ""in_predicate"": true, ""step"": 3}, {""feature"": ""citric acid"", ""sel_min"": -0.8051103666068876, ""sel_max"": 0.27573980368715373, ""in_predicate"": true, ""step"": 6}, {""feature"": ""residual sugar"", ""sel_min"": 1.4708170669815306, ""sel_max"": 3.2143959572837804, ""in_predicate"": true, ""step"": 0}, {""feature"": ""chlorides"", ""sel_min"": -0.60268349360111, ""sel_max"": 0.6345960808097404, ""in_predicate"": false, ""step"": null}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -0.4158484981440648, ""sel_max"": 1.5478727227549651, ""in_predicate"": true, ""step"": 4}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -0.04151129441698269, ""sel_max"": 1.2834599565833609, ""in_predicate"": false, ""step"": null}, {""feature"": ""density"", ""sel_min"": 0.7693157761282572, ""sel_max"": 1.9122671222708445, ""in_predicate"": true, ""step"": 5}, {""feature"": ""pH"", ""sel_min"": -0.8497024181518247, ""sel_max"": 1.1054811015159838, ""in_predicate"": true, ""step"": 2}, {""feature"": ""sulphates"", ""sel_min"": -1.0204489988700063, ""sel_max"": 0.0030046345200440572, ""in_predicate"": true, ""step"": 1}, {""feature"": ""alcohol"", ""sel_min"": -1.528828331711615, ""sel_max"": -0.3152084197378811, ""in_predicate"": false, ""step"": null}]"
Wine quality (Low),0,6,34,2,db,0.9,5,0.7368421052631579,0.9130434782608695,0.6176470588235294,0.023,
Wine quality (Low),0,6,34,2,db,0.8,4,0.5862068965517241,0.7083333333333334,0.5,0.024,
Wine quality (Low),0,7,33,2,threshold,1.0,11,0.9295774647887324,0.868421052631579,1.0,0.038,
Wine quality (Low),0,7,33,2,threshold,0.95,11,0.6923076923076923,0.9473684210526315,0.5454545454545454,0.019,
Wine quality (Low),0,7,33,2,threshold,0.9,11,0.4651162790697675,1.0,0.30303030303030304,0.01,
Wine quality (Low),0,7,33,2,threshold,0.8,11,0.05882352941176471,1.0,0.030303030303030304,0.001,
Wine quality (Low),0,7,33,2,db,1.0,9,0.9295774647887324,0.868421052631579,1.0,0.038,"[{""feature"": ""fixed acidity"", ""sel_min"": -0.512210443545432, ""sel_max"": 1.2484469314904256, ""in_predicate"": true, ""step"": 5}, {""feature"": ""volatile acidity"", ""sel_min"": -1.0590718421857268, ""sel_max"": 1.2250514695016788, ""in_predicate"": true, ""step"": 7}, {""feature"": ""citric acid"", ""sel_min"": -0.5115258742204941, ""sel_max"": 1.1286109547537724, ""in_predicate"": false, ""step"": null}, {""feature"": ""residual sugar"", ""sel_min"": -0.35535077837970364, ""sel_max"": 2.2120263689222663, ""in_predicate"": true, ""step"": 1}, {""feature"": ""chlorides"", ""sel_min"": -1.0480109886707325, ""sel_max"": -0.2085623645998135, ""in_predicate"": false, ""step"": null}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -1.089605600382474, ""sel_max"": 1.0439585567058216, ""in_predicate"": true, ""step"": 6}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -1.3061180015383416, ""sel_max"": 1.2658882757664296, ""in_predicate"": true, ""step"": 8}, {""feature"": ""density"", ""sel_min"": -1.223004815279712, ""sel_max"": 0.42693553437356224, ""in_predicate"": true, ""step"": 4}, {""feature"": ""pH"", ""sel_min"": -1.9777489316481567, ""sel_max"": -0.24482090137965526, ""in_predicate"": true, ""step"": 2}, {""feature"": ""sulphates"", ""sel_min"": -1.4476704696887888, ""sel_max"": -0.2583359721712991, ""in_predicate"": true, ""step"": 3}, {""feature"": ""alcohol"", ""sel_min"": 0.18174800973412167, ""sel_max"": 2.0867476560434675, ""in_predicate"": true, ""step"": 0}]"
Wine quality (Low),0,7,33,2,db,0.95,6,0.8275862068965517,0.96,0.7272727272727273,0.025,"[{""feature"": ""fixed acidity"", ""sel_min"": -0.3229045625815765, ""sel_max"": 1.2484469314904256, ""in_predicate"": true, ""step"": 2}, {""feature"": ""volatile acidity"", ""sel_min"": -1.0230304487074244, ""sel_max"": 0.7637216329794095, ""in_predicate"": false, ""step"": null}, {""feature"": ""citric acid"", ""sel_min"": -0.46533962111657867, ""sel_max"": 1.1286109547537724, ""in_predicate"": false, ""step"": null}, {""feature"": ""residual sugar"", ""sel_min"": -0.23741170808120787, ""sel_max"": 1.9689927786333836, ""in_predicate"": true, ""step"": 1}, {""feature"": ""chlorides"", ""sel_min"": -0.9138389713374409, ""sel_max"": -0.2924198754331207, ""in_predicate"": false, ""step"": null}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -1.0517806402568088, ""sel_max"": 0.9399399163602427, ""in_predicate"": false, ""step"": null}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -0.9369724061806776, ""sel_max"": 0.9699454654902968, ""in_predicate"": false, ""step"": null}, {""feature"": ""density"", ""sel_min"": -1.192218756277429, ""sel_max"": 0.16547393327564094, ""in_predicate"": true, ""step"": 4}, {""feature"": ""pH"", ""sel_min"": -1.9315924656814343, ""sel_max"": -0.34372761416549175, ""in_predicate"": true, ""step"": 5}, {""feature"": ""sulphates"", ""sel_min"": -1.4107714492671934, ""sel_max"": -0.25899488325025616, ""in_predicate"": true, ""step"": 3}, {""feature"": ""alcohol"", ""sel_min"": 0.3200315379350278, ""sel_max"": 2.0867476560434675, ""in_predicate"": true, ""step"": 0}]"
Wine quality (Low),0,7,33,2,db,0.9,5,0.7368421052631579,0.875,0.6363636363636364,0.024,
Wine quality (Low),0,7,33,2,db,0.8,3,0.6923076923076923,0.9473684210526315,0.5454545454545454,0.019,
Wine quality (Low),0,8,49,2,threshold,1.0,11,0.5297297297297298,0.3602941176470588,1.0,0.136,
Wine quality (Low),0,8,49,2,threshold,0.95,11,0.5348837209302325,0.6216216216216216,0.46938775510204084,0.037,
Wine quality (Low),0,8,49,2,threshold,0.9,11,0.49275362318840576,0.85,0.3469387755102041,0.02,
Wine quality (Low),0,8,49,2,threshold,0.8,11,0.2807017543859649,1.0,0.16326530612244897,0.008,
Wine quality (Low),0,8,49,2,db,1.0,11,0.5297297297297298,0.3602941176470588,1.0,0.136,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.4981785735655124, ""sel_max"": 1.3892995214932937, ""in_predicate"": true, ""step"": 9}, {""feature"": ""volatile acidity"", ""sel_min"": -1.0005045777834856, ""sel_max"": 2.3963967575465017, ""in_predicate"": true, ""step"": 5}, {""feature"": ""citric acid"", ""sel_min"": -2.08605723003579, ""sel_max"": 1.1286109547537724, ""in_predicate"": true, ""step"": 8}, {""feature"": ""residual sugar"", ""sel_min"": -0.9998806061542568, ""sel_max"": 0.18175741143242402, ""in_predicate"": true, ""step"": 2}, {""feature"": ""chlorides"", ""sel_min"": -0.7501421220649226, ""sel_max"": 0.8204391745838935, ""in_predicate"": true, ""step"": 4}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -1.4264841515016786, ""sel_max"": 1.5492763833846284, ""in_predicate"": true, ""step"": 10}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -1.5721876164319386, ""sel_max"": 1.8335034542061033, ""in_predicate"": true, ""step"": 7}, {""feature"": ""density"", ""sel_min"": -1.4856483811428862, ""sel_max"": 0.29224652623861636, ""in_predicate"": true, ""step"": 0}, {""feature"": ""pH"", ""sel_min"": -2.1570173485724857, ""sel_max"": 1.2490825729897423, ""in_predicate"": true, ""step"": 3}, {""feature"": ""sulphates"", ""sel_min"": -1.7606532321933912, ""sel_max"": 0.8684019728452703, ""in_predicate"": true, ""step"": 6}, {""feature"": ""alcohol"", ""sel_min"": -1.7232516365752224, ""sel_max"": 0.5130522960487907, ""in_predicate"": true, ""step"": 1}]"
Wine quality (Low),0,8,49,2,db,0.95,8,0.6391752577319587,0.6458333333333334,0.6326530612244898,0.048,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.001415536628566, ""sel_max"": 0.8691755671900188, ""in_predicate"": false, ""step"": null}, {""feature"": ""volatile acidity"", ""sel_min"": -0.8357084131206276, ""sel_max"": 1.6725861519684577, ""in_predicate"": true, ""step"": 2}, {""feature"": ""citric acid"", ""sel_min"": -2.0841827879455335, ""sel_max"": 0.3413452768461245, ""in_predicate"": true, ""step"": 5}, {""feature"": ""residual sugar"", ""sel_min"": -0.9998806061542568, ""sel_max"": 0.1366012610744009, ""in_predicate"": true, ""step"": 3}, {""feature"": ""chlorides"", ""sel_min"": -0.7322139645764225, ""sel_max"": 0.19183315264335699, ""in_predicate"": true, ""step"": 6}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -1.3832619977731768, ""sel_max"": 1.3100714247597345, ""in_predicate"": false, ""step"": null}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -1.0917102368699176, ""sel_max"": 1.2102353813178521, ""in_predicate"": false, ""step"": null}, {""feature"": ""density"", ""sel_min"": -1.3240215713809533, ""sel_max"": 0.2114331213576285, ""in_predicate"": true, ""step"": 0}, {""feature"": ""pH"", ""sel_min"": -1.9286859964899195, ""sel_max"": 0.7678884012454907, ""in_predicate"": true, ""step"": 7}, {""feature"": ""sulphates"", ""sel_min"": -1.5102670221897092, ""sel_max"": 0.15658974726337418, ""in_predicate"": true, ""step"": 4}, {""feature"": ""alcohol"", ""sel_min"": -1.6128168744703328, ""sel_max"": 0.31979146236523437, ""in_predicate"": true, ""step"": 1}]"
Wine quality (Low),0,8,49,2,db,0.9,6,0.6222222222222223,0.6829268292682927,0.5714285714285714,0.041,
Wine quality (Low),0,8,49,2,db,0.8,4,0.5647058823529412,0.6666666666666666,0.4897959183673469,0.036,
Wine quality (Low),0,9,39,2,threshold,1.0,11,0.7289719626168224,0.5735294117647058,1.0,0.068,
Wine quality (Low),0,9,39,2,threshold,0.95,11,0.7272727272727274,0.8888888888888888,0.6153846153846154,0.027,
Wine quality (Low),0,9,39,2,threshold,0.9,11,0.6774193548387096,0.9130434782608695,0.5384615384615384,0.023,
Wine quality (Low),0,9,39,2,threshold,0.8,11,0.4615384615384615,0.9230769230769231,0.3076923076923077,0.013,
Wine quality (Low),0,9,39,2,db,1.0,8,0.7289719626168224,0.5735294117647058,1.0,0.068,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.0051945085554723, ""sel_max"": 1.3188732264918597, ""in_predicate"": false, ""step"": null}, {""feature"": ""volatile acidity"", ""sel_min"": -1.1176391065879678, ""sel_max"": 1.5178877915128843, ""in_predicate"": false, ""step"": null}, {""feature"": ""citric acid"", ""sel_min"": -0.7739477668563766, ""sel_max"": 2.178298525297303, ""in_predicate"": true, ""step"": 6}, {""feature"": ""residual sugar"", ""sel_min"": -0.8065216578218908, ""sel_max"": 1.621207360128926, ""in_predicate"": true, ""step"": 4}, {""feature"": ""chlorides"", ""sel_min"": -0.5064312312056236, ""sel_max"": 0.6308862594711055, ""in_predicate"": true, ""step"": 5}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -1.2580448759420761, ""sel_max"": 2.503765611555708, ""in_predicate"": false, ""step"": null}, {""feature"": ""total sulfur dioxide"", ""sel_min"": 0.36125158512819977, ""sel_max"": 4.068488219312318, ""in_predicate"": true, ""step"": 0}, {""feature"": ""density"", ""sel_min"": -0.34752626240245144, ""sel_max"": 1.0566066474045166, ""in_predicate"": true, ""step"": 1}, {""feature"": ""pH"", ""sel_min"": -1.499699819849949, ""sel_max"": 0.5917650442672054, ""in_predicate"": true, ""step"": 3}, {""feature"": ""sulphates"", ""sel_min"": -0.9468980496814245, ""sel_max"": 1.0561916303480312, ""in_predicate"": true, ""step"": 7}, {""feature"": ""alcohol"", ""sel_min"": -1.2262952071032196, ""sel_max"": -0.2323823481592142, ""in_predicate"": true, ""step"": 2}]"
Wine quality (Low),0,9,39,2,db,0.95,6,0.7837837837837838,0.8285714285714286,0.7435897435897436,0.035,"[{""feature"": ""fixed acidity"", ""sel_min"": -0.9403169519480903, ""sel_max"": 0.5303121354909494, ""in_predicate"": true, ""step"": 5}, {""feature"": ""volatile acidity"", ""sel_min"": -0.9841057437508579, ""sel_max"": 1.216852052485365, ""in_predicate"": false, ""step"": null}, {""feature"": ""citric acid"", ""sel_min"": -0.327976339315729, ""sel_max"": 1.6298367696883067, ""in_predicate"": true, ""step"": 3}, {""feature"": ""residual sugar"", ""sel_min"": -0.21817429733565014, ""sel_max"": 1.095240600378034, ""in_predicate"": true, ""step"": 0}, {""feature"": ""chlorides"", ""sel_min"": -0.494181212882008, ""sel_max"": 0.3116120976892935, ""in_predicate"": true, ""step"": 4}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -1.1366177563968705, ""sel_max"": 2.462368098059965, ""in_predicate"": false, ""step"": null}, {""feature"": ""total sulfur dioxide"", ""sel_min"": 0.4541340688728737, ""sel_max"": 2.164397302546502, ""in_predicate"": true, ""step"": 2}, {""feature"": ""density"", ""sel_min"": 0.0068802464130965565, ""sel_max"": 0.9708586829988848, ""in_predicate"": false, ""step"": null}, {""feature"": ""pH"", ""sel_min"": -1.1688215417553345, ""sel_max"": 0.5333747598975684, ""in_predicate"": false, ""step"": null}, {""feature"": ""sulphates"", ""sel_min"": -0.8725646435865814, ""sel_max"": 0.6665280910298019, ""in_predicate"": false, ""step"": null}, {""feature"": ""alcohol"", ""sel_min"": -1.2262952071032196, ""sel_max"": -0.33729537215885885, ""in_predicate"": true, ""step"": 1}]"
Wine quality (Low),0,9,39,2,db,0.9,6,0.7647058823529411,0.896551724137931,0.6666666666666666,0.029,
Wine quality (Low),0,9,39,2,db,0.8,3,0.6229508196721312,0.8636363636363636,0.48717948717948717,0.022,
Wine quality (Low),0,10,39,2,threshold,1.0,11,0.5064935064935064,0.3391304347826087,1.0,0.115,
Wine quality (Low),0,10,39,2,threshold,0.95,11,0.5897435897435898,0.5897435897435898,0.5897435897435898,0.039,
Wine quality (Low),0,10,39,2,threshold,0.9,11,0.5573770491803278,0.7727272727272727,0.4358974358974359,0.022,
Wine quality (Low),0,10,39,2,threshold,0.8,11,0.3404255319148936,1.0,0.20512820512820512,0.008,
Wine quality (Low),0,10,39,2,db,1.0,11,0.5064935064935064,0.3391304347826087,1.0,0.115,"[{""feature"": ""fixed acidity"", ""sel_min"": -2.132015228578421, ""sel_max"": 0.6146102764775165, ""in_predicate"": true, ""step"": 8}, {""feature"": ""volatile acidity"", ""sel_min"": -1.1762063709902089, ""sel_max"": 0.639378825479267, ""in_predicate"": true, ""step"": 6}, {""feature"": ""citric acid"", ""sel_min"": -2.08605723003579, ""sel_max"": 1.194216427912743, ""in_predicate"": true, ""step"": 7}, {""feature"": ""residual sugar"", ""sel_min"": -0.6991000198594652, ""sel_max"": 1.406364084204075, ""in_predicate"": true, ""step"": 1}, {""feature"": ""chlorides"", ""sel_min"": -0.8855370614311998, ""sel_max"": 0.33301739286529564, ""in_predicate"": true, ""step"": 5}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -0.47199492333059895, ""sel_max"": 5.647965422001618, ""in_predicate"": true, ""step"": 4}, {""feature"": ""total sulfur dioxide"", ""sel_min"": 0.024230072929643562, ""sel_max"": 3.5186110151988843, ""in_predicate"": true, ""step"": 0}, {""feature"": ""density"", ""sel_min"": -0.6505765307061171, ""sel_max"": 0.9656915669134206, ""in_predicate"": true, ""step"": 2}, {""feature"": ""pH"", ""sel_min"": -1.021650708051744, ""sel_max"": 1.5478632678636208, ""in_predicate"": true, ""step"": 3}, {""feature"": ""sulphates"", ""sel_min"": -1.1972842596851065, ""sel_max"": 1.4317709453535545, ""in_predicate"": true, ""step"": 9}, {""feature"": ""alcohol"", ""sel_min"": -2.0545559228898913, ""sel_max"": 0.8443565823634597, ""in_predicate"": true, ""step"": 10}]"
Wine quality (Low),0,10,39,2,db,0.95,8,0.6511627906976744,0.5957446808510638,0.717948717948718,0.047,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.6245847440809063, ""sel_max"": 0.2852319121631145, ""in_predicate"": true, ""step"": 5}, {""feature"": ""volatile acidity"", ""sel_min"": -1.0362117164029163, ""sel_max"": 0.28192958596623396, ""in_predicate"": true, ""step"": 4}, {""feature"": ""citric acid"", ""sel_min"": -1.2135044370214791, ""sel_max"": 0.4463140339004753, ""in_predicate"": true, ""step"": 2}, {""feature"": ""residual sugar"", ""sel_min"": -0.25299330334979203, ""sel_max"": 1.1518624933661565, ""in_predicate"": true, ""step"": 0}, {""feature"": ""chlorides"", ""sel_min"": -0.7803502374257542, ""sel_max"": 0.18209716711835128, ""in_predicate"": true, ""step"": 6}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -0.2782124907143224, ""sel_max"": 3.50512937818527, ""in_predicate"": false, ""step"": null}, {""feature"": ""total sulfur dioxide"", ""sel_min"": 0.14278637138324746, ""sel_max"": 2.3094214090222103, ""in_predicate"": true, ""step"": 1}, {""feature"": ""density"", ""sel_min"": -0.4818224275970189, ""sel_max"": 0.9550286871027256, ""in_predicate"": true, ""step"": 7}, {""feature"": ""pH"", ""sel_min"": -0.8869909437109104, ""sel_max"": 1.4436374440704092, ""in_predicate"": false, ""step"": null}, {""feature"": ""sulphates"", ""sel_min"": -1.1491445300236844, ""sel_max"": 1.2901835051729011, ""in_predicate"": false, ""step"": null}, {""feature"": ""alcohol"", ""sel_min"": -1.366626236949361, ""sel_max"": 0.27782625276537587, ""in_predicate"": true, ""step"": 3}]"
Wine quality (Low),0,10,39,2,db,0.9,5,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.039,
Wine quality (Low),0,10,39,2,db,0.8,3,0.5714285714285714,0.6451612903225806,0.5128205128205128,0.031,
Wine quality (Low),0,11,51,2,threshold,1.0,11,0.6296296296296297,0.4594594594594595,1.0,0.111,
Wine quality (Low),0,11,51,2,threshold,0.95,11,0.6666666666666667,0.8484848484848485,0.5490196078431373,0.033,
Wine quality (Low),0,11,51,2,threshold,0.9,11,0.48571428571428565,0.8947368421052632,0.3333333333333333,0.019,
Wine quality (Low),0,11,51,2,threshold,0.8,11,0.17857142857142855,1.0,0.09803921568627451,0.005,
Wine quality (Low),0,11,51,2,db,1.0,9,0.6296296296296297,0.4594594594594595,1.0,0.111,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.6390311635683805, ""sel_max"": 2.445693946514808, ""in_predicate"": false, ""step"": null}, {""feature"": ""volatile acidity"", ""sel_min"": -1.3519081641969326, ""sel_max"": 0.34654250346806126, ""in_predicate"": true, ""step"": 7}, {""feature"": ""citric acid"", ""sel_min"": -0.6427368205384353, ""sel_max"": 1.5878492668665674, ""in_predicate"": true, ""step"": 5}, {""feature"": ""residual sugar"", ""sel_min"": -0.054570192084912074, ""sel_max"": 2.222768532718509, ""in_predicate"": true, ""step"": 0}, {""feature"": ""chlorides"", ""sel_min"": -0.9938530129242216, ""sel_max"": 0.22470144137227374, ""in_predicate"": true, ""step"": 6}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -0.6404341988902013, ""sel_max"": 1.5492763833846284, ""in_predicate"": true, ""step"": 4}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -0.3837433365738719, ""sel_max"": 1.1771984041352306, ""in_predicate"": true, ""step"": 1}, {""feature"": ""density"", ""sel_min"": -0.6505765307061171, ""sel_max"": 1.2232842949715008, ""in_predicate"": true, ""step"": 3}, {""feature"": ""pH"", ""sel_min"": -2.0972612095977086, ""sel_max"": 0.292984349393327, ""in_predicate"": true, ""step"": 2}, {""feature"": ""sulphates"", ""sel_min"": -1.5102670221897092, ""sel_max"": 0.9935950778471107, ""in_predicate"": true, ""step"": 8}, {""feature"": ""alcohol"", ""sel_min"": -1.4747734218392219, ""sel_max"": 2.0867476560434675, ""in_predicate"": false, ""step"": null}]"
Wine quality (Low),0,11,51,2,db,0.95,6,0.7378640776699028,0.7307692307692307,0.7450980392156863,0.052,"[{""feature"": ""fixed acidity"", ""sel_min"": -1.5752832241274273, ""sel_max"": 1.096059000064908, ""in_predicate"": false, ""step"": null}, {""feature"": ""volatile acidity"", ""sel_min"": -1.3377712383067364, ""sel_max"": 0.00927584294481016, ""in_predicate"": false, ""step"": null}, {""feature"": ""citric acid"", ""sel_min"": -0.608969297588965, ""sel_max"": 0.9993295811757997, ""in_predicate"": true, ""step"": 4}, {""feature"": ""residual sugar"", ""sel_min"": 0.24387954734843056, ""sel_max"": 2.1925688646875625, ""in_predicate"": true, ""step"": 0}, {""feature"": ""chlorides"", ""sel_min"": -0.7230631341916672, ""sel_max"": 0.07576700806936884, ""in_predicate"": true, ""step"": 5}, {""feature"": ""free sulfur dioxide"", ""sel_min"": -0.631796287323042, ""sel_max"": 1.3614018067989182, ""in_predicate"": false, ""step"": null}, {""feature"": ""total sulfur dioxide"", ""sel_min"": -0.35149247416252677, ""sel_max"": 0.847433335979227, ""in_predicate"": true, ""step"": 1}, {""feature"": ""density"", ""sel_min"": -0.43963635992439465, ""sel_max"": 1.21909114660506, ""in_predicate"": false, ""step"": null}, {""feature"": ""pH"", ""sel_min"": -1.9105232753015344, ""sel_max"": 0.292984349393327, ""in_predicate"": true, ""step"": 3}, {""feature"": ""sulphates"", ""sel_min"": -1.4398459006261735, ""sel_max"": 0.6845245998738161, ""in_predicate"": false, ""step"": null}, {""feature"": ""alcohol"", ""sel_min"": -1.224369019392088, ""sel_max"": 0.6787044392061259, ""in_predicate"": true, ""step"": 2}]"
